row_id,order_id,order_date,ship_date,ship_mode,customer_id,postal_code,product_id,sales,units,gross_profit,cost
1591,US-2021-119144-CHO-SCR-58000,20211116,20270511,First Class,119144,90008,CHO-SCR-58000,10.8,3,7.5,3.3
1598,US-2021-119144-CHO-NUT-13000,20211116,20270511,First Class,119144,90008,CHO-NUT-13000,10.47,3,7.47,3
1600,US-2021-119144-CHO-SCR-58000,20211116,20270511,First Class,119144,90008,CHO-SCR-58000,14.4,4,10,4.4
2276,US-2022-163279-CHO-NUT-13000,20220322,20270916,Standard Class,163279,92037,CHO-NUT-13000,6.98,2,4.98,2
2279,US-2022-163279-CHO-FUD-51000,20220322,20270916,Standard Class,163279,92037,CHO-FUD-51000,14.4,4,9.6,4.8
2285,US-2022-163279-CHO-FUD-51000,20220322,20270916,Standard Class,163279,92037,CHO-FUD-51000,10.8,3,7.2,3.6
3814,US-2022-145184-CHO-TRI-54000,20221127,20280521,First Class,145184,19711,CHO-TRI-54000,11.25,3,7.35,3.9
3817,US-2022-145184-CHO-SCR-58000,20221127,20280521,First Class,145184,19711,CHO-SCR-58000,10.8,3,7.5,3.3
4123,US-2022-147739-CHO-FUD-51000,20221225,20280620,Standard Class,147739,19140,CHO-FUD-51000,14.4,4,9.6,4.8
5718,US-2023-116911-CHO-MIL-31000,20230915,20290312,Standard Class,116911,83301,CHO-MIL-31000,9.75,3,6.33,3.42
5720,US-2023-116911-CHO-SCR-58000,20230915,20290312,Standard Class,116911,83301,CHO-SCR-58000,14.4,4,10,4.4
6682,US-2023-147067-CHO-FUD-51000,20231218,20290613,Standard Class,147067,55407,CHO-FUD-51000,10.8,3,7.2,3.6
7264,US-2024-155880-CHO-NUT-13000,20240325,20290921,Standard Class,155880,53209,CHO-NUT-13000,3.49,1,2.49,1
7265,US-2024-155880-CHO-NUT-13000,20240325,20290921,Standard Class,155880,53209,CHO-NUT-13000,10.47,3,7.47,3
7266,US-2024-155880-CHO-MIL-31000,20240325,20290921,Standard Class,155880,53209,CHO-MIL-31000,22.75,7,14.77,7.98
9550,US-2024-168858-CHO-NUT-13000,20241119,20300516,Standard Class,168858,10011,CHO-NUT-13000,24.43,7,17.43,7
9560,US-2024-168858-CHO-MIL-31000,20241119,20300516,Standard Class,168858,10011,CHO-MIL-31000,9.75,3,6.33,3.42
2239,US-2022-112116-CHO-FUD-51000,20220316,20270908,Second Class,112116,98103,CHO-FUD-51000,7.2,2,4.8,2.4
3807,US-2022-163762-CHO-MIL-31000,20221127,20280523,Standard Class,163762,10024,CHO-MIL-31000,9.75,3,6.33,3.42
6040,US-2023-152632-CHO-NUT-13000,20231027,20290424,Standard Class,152632,12180,CHO-NUT-13000,10.47,3,7.47,3
6352,US-2023-132577-CHO-MIL-31000,20231122,20290519,Standard Class,132577,77095,CHO-MIL-31000,29.25,9,18.99,10.26
6356,US-2023-132577-CHO-SCR-58000,20231122,20290519,Standard Class,132577,77095,CHO-SCR-58000,21.6,6,15,6.6
6358,US-2023-132577-CHO-MIL-31000,20231122,20290519,Standard Class,132577,77095,CHO-MIL-31000,3.25,1,2.11,1.14
6359,US-2023-132577-CHO-SCR-58000,20231122,20290519,Standard Class,132577,77095,CHO-SCR-58000,7.2,2,5,2.2
6683,US-2023-133795-CHO-FUD-51000,20231218,20290615,Standard Class,133795,92037,CHO-FUD-51000,14.4,4,9.6,4.8
6698,US-2023-133795-CHO-MIL-31000,20231218,20290615,Standard Class,133795,92037,CHO-MIL-31000,6.5,2,4.22,2.28
6699,US-2023-133795-CHO-FUD-51000,20231218,20290615,Standard Class,133795,92037,CHO-FUD-51000,10.8,3,7.2,3.6
7944,US-2024-132934-CHO-MIL-31000,20240620,20291217,Standard Class,132934,10801,CHO-MIL-31000,9.75,3,6.33,3.42
7949,US-2024-132934-CHO-FUD-51000,20240620,20291217,Standard Class,132934,10801,CHO-FUD-51000,18,5,12,6
1347,US-2021-146353-CHO-SCR-58000,20211014,20270408,Second Class,146353,03301,CHO-SCR-58000,14.4,4,10,4.4
1351,US-2021-146353-CHO-TRI-54000,20211014,20270408,Second Class,146353,03301,CHO-TRI-54000,18.75,5,12.25,6.5
2666,US-2022-121720-CHO-TRI-54000,20220611,20271203,First Class,121720,33801,CHO-TRI-54000,18.75,5,12.25,6.5
2667,US-2022-121720-CHO-TRI-54000,20220611,20271203,First Class,121720,33801,CHO-TRI-54000,11.25,3,7.35,3.9
2669,US-2022-121720-CHO-MIL-31000,20220611,20271203,First Class,121720,33801,CHO-MIL-31000,6.5,2,4.22,2.28
2671,US-2022-121720-CHO-SCR-58000,20220611,20271203,First Class,121720,33801,CHO-SCR-58000,7.2,2,5,2.2
2673,US-2022-121720-CHO-SCR-58000,20220611,20271203,First Class,121720,33801,CHO-SCR-58000,18,5,12.5,5.5
2676,US-2022-121720-CHO-TRI-54000,20220611,20271203,First Class,121720,33801,CHO-TRI-54000,15,4,9.8,5.2
2678,US-2022-121720-CHO-TRI-54000,20220611,20271203,First Class,121720,33801,CHO-TRI-54000,7.5,2,4.9,2.6
4840,US-2023-154081-CHO-FUD-51000,20230522,20281118,Standard Class,154081,90049,CHO-FUD-51000,7.2,2,4.8,2.4
7320,US-2024-133263-CHO-MIL-31000,20240331,20290923,Second Class,133263,30318,CHO-MIL-31000,13,4,8.44,4.56
7321,US-2024-133263-CHO-SCR-58000,20240331,20290923,Second Class,133263,30318,CHO-SCR-58000,3.6,1,2.5,1.1
7325,US-2024-133263-CHO-TRI-54000,20240331,20290923,Second Class,133263,30318,CHO-TRI-54000,18.75,5,12.25,6.5
8820,US-2024-166317-CHO-MIL-31000,20240922,20300319,Standard Class,166317,53209,CHO-MIL-31000,26,8,16.88,9.12
8827,US-2024-166317-OTH-LIC-15000,20240922,20300319,Standard Class,166317,53209,OTH-LIC-15000,80,4,40,40
8833,US-2024-166317-CHO-NUT-13000,20240922,20300319,Standard Class,166317,53209,CHO-NUT-13000,20.94,6,14.94,6
8835,US-2024-166317-CHO-NUT-13000,20240922,20300319,Standard Class,166317,53209,CHO-NUT-13000,10.47,3,7.47,3
9380,US-2024-119494-CHO-MIL-31000,20241109,20300506,Standard Class,119494,92105,CHO-MIL-31000,9.75,3,6.33,3.42
9428,US-2024-136707-CHO-MIL-31000,20241112,20300508,First Class,136707,90036,CHO-MIL-31000,13,4,8.44,4.56
962,US-2021-126200-CHO-MIL-31000,20210825,20270219,Standard Class,126200,77070,CHO-MIL-31000,9.75,3,6.33,3.42
963,US-2021-126200-CHO-NUT-13000,20210825,20270219,Standard Class,126200,77070,CHO-NUT-13000,10.47,3,7.47,3
2167,US-2022-129770-CHO-MIL-31000,20220221,20270816,Second Class,129770,88001,CHO-MIL-31000,13,4,8.44,4.56
3477,US-2022-110877-CHO-FUD-51000,20221023,20280417,First Class,110877,77041,CHO-FUD-51000,25.2,7,16.8,8.4
3481,US-2022-110877-CHO-FUD-51000,20221023,20280417,First Class,110877,77041,CHO-FUD-51000,7.2,2,4.8,2.4
5169,US-2023-112109-CHO-MIL-31000,20230708,20290101,Standard Class,112109,80020,CHO-MIL-31000,9.75,3,6.33,3.42
5171,US-2023-112109-CHO-TRI-54000,20230708,20290101,Standard Class,112109,80020,CHO-TRI-54000,15,4,9.8,5.2
5172,US-2023-112109-CHO-MIL-31000,20230708,20290101,Standard Class,112109,80020,CHO-MIL-31000,6.5,2,4.22,2.28
5176,US-2023-112109-CHO-MIL-31000,20230708,20290101,Standard Class,112109,80020,CHO-MIL-31000,22.75,7,14.77,7.98
5540,US-2023-106950-CHO-SCR-58000,20230902,20290226,Standard Class,106950,28205,CHO-SCR-58000,10.8,3,7.5,3.3
5541,US-2023-106950-CHO-MIL-31000,20230902,20290226,Standard Class,106950,28205,CHO-MIL-31000,29.25,9,18.99,10.26
5543,US-2023-106950-CHO-FUD-51000,20230902,20290226,Standard Class,106950,28205,CHO-FUD-51000,14.4,4,9.6,4.8
5545,US-2023-106950-CHO-TRI-54000,20230902,20290226,Standard Class,106950,28205,CHO-TRI-54000,26.25,7,17.15,9.1
5548,US-2023-106950-CHO-NUT-13000,20230902,20290226,Standard Class,106950,28205,CHO-NUT-13000,17.45,5,12.45,5
5557,US-2023-106950-CHO-NUT-13000,20230902,20290226,Standard Class,106950,28205,CHO-NUT-13000,10.47,3,7.47,3
6749,US-2023-105081-CHO-SCR-58000,20231225,20290621,Standard Class,105081,98115,CHO-SCR-58000,10.8,3,7.5,3.3
6750,US-2023-169670-CHO-TRI-54000,20231225,20290622,Standard Class,169670,10009,CHO-TRI-54000,30,8,19.6,10.4
6755,US-2023-105081-CHO-FUD-51000,20231225,20290621,Standard Class,105081,98115,CHO-FUD-51000,18,5,12,6
7885,US-2024-126914-CHO-MIL-31000,20240615,20291210,Standard Class,126914,28110,CHO-MIL-31000,6.5,2,4.22,2.28
7886,US-2024-126914-CHO-SCR-58000,20240615,20291210,Standard Class,126914,28110,CHO-SCR-58000,10.8,3,7.5,3.3
8432,US-2024-105697-CHO-SCR-58000,20240825,20300217,First Class,105697,44105,CHO-SCR-58000,7.2,2,5,2.2
9474,US-2024-124261-CHO-NUT-13000,20241114,20300512,Standard Class,124261,90049,CHO-NUT-13000,27.92,8,19.92,8
664,US-2021-142048-CHO-TRI-54000,20210622,20261216,First Class,142048,80027,CHO-TRI-54000,22.5,6,14.7,7.8
1717,US-2021-147606-CHO-MIL-31000,20211126,20270524,Second Class,147606,77070,CHO-MIL-31000,16.25,5,10.55,5.7
2451,US-2022-134026-CHO-MIL-31000,20220426,20271023,Standard Class,134026,38109,CHO-MIL-31000,26,8,16.88,9.12
2454,US-2022-134026-CHO-NUT-13000,20220426,20271023,Standard Class,134026,38109,CHO-NUT-13000,6.98,2,4.98,2
2459,US-2022-134026-CHO-MIL-31000,20220426,20271023,Standard Class,134026,38109,CHO-MIL-31000,3.25,1,2.11,1.14
2562,US-2022-168914-CHO-NUT-13000,20220521,20271117,Standard Class,168914,60423,CHO-NUT-13000,27.92,8,19.92,8
3440,US-2022-139731-CHO-TRI-54000,20221015,20280406,Same Day,139731,79109,CHO-TRI-54000,18.75,5,12.25,6.5
3447,US-2022-139731-CHO-TRI-54000,20221015,20280406,Same Day,139731,79109,CHO-TRI-54000,11.25,3,7.35,3.9
3742,US-2022-101511-CHO-TRI-54000,20221121,20280515,Second Class,101511,43055,CHO-TRI-54000,26.25,7,17.15,9.1
3755,US-2022-101511-CHO-TRI-54000,20221121,20280515,Second Class,101511,43055,CHO-TRI-54000,18.75,5,12.25,6.5
5922,US-2023-162026-CHO-TRI-54000,20231008,20290330,Same Day,162026,90036,CHO-TRI-54000,7.5,2,4.9,2.6
6016,US-2023-144729-CHO-SCR-58000,20231021,20290416,Standard Class,144729,92037,CHO-SCR-58000,10.8,3,7.5,3.3
6450,US-2023-113621-CHO-SCR-58000,20231201,20290527,Standard Class,113621,20852,CHO-SCR-58000,7.2,2,5,2.2
6472,US-2023-113621-CHO-NUT-13000,20231201,20290527,Standard Class,113621,20852,CHO-NUT-13000,10.47,3,7.47,3
7420,US-2024-108070-CHO-MIL-31000,20240416,20291011,Standard Class,108070,95123,CHO-MIL-31000,3.25,1,2.11,1.14
7427,US-2024-108070-CHO-SCR-58000,20240416,20291011,Standard Class,108070,95123,CHO-SCR-58000,14.4,4,10,4.4
7902,US-2024-129462-CHO-NUT-13000,20240616,20291212,Second Class,129462,41042,CHO-NUT-13000,6.98,2,4.98,2
7903,US-2024-129462-CHO-NUT-13000,20240616,20291212,Second Class,129462,41042,CHO-NUT-13000,10.47,3,7.47,3
7912,US-2024-129462-CHO-MIL-31000,20240616,20291212,Second Class,129462,41042,CHO-MIL-31000,6.5,2,4.22,2.28
7913,US-2024-129462-CHO-NUT-13000,20240616,20291212,Second Class,129462,41042,CHO-NUT-13000,3.49,1,2.49,1
8821,US-2024-161053-CHO-TRI-54000,20240922,20300316,First Class,161053,72701,CHO-TRI-54000,15,4,9.8,5.2
8834,US-2024-161053-CHO-FUD-51000,20240922,20300316,First Class,161053,72701,CHO-FUD-51000,18,5,12,6
9381,US-2024-141852-CHO-NUT-13000,20241109,20300507,Standard Class,141852,92054,CHO-NUT-13000,27.92,8,19.92,8
6521,US-2023-114489-CHO-FUD-51000,20231205,20290531,Standard Class,114489,53132,CHO-FUD-51000,28.8,8,19.2,9.6
6526,US-2023-114489-CHO-SCR-58000,20231205,20290531,Standard Class,114489,53132,CHO-SCR-58000,18,5,12.5,5.5
6533,US-2023-114489-CHO-FUD-51000,20231205,20290531,Standard Class,114489,53132,CHO-FUD-51000,39.6,11,26.4,13.2
6535,US-2023-114489-CHO-FUD-51000,20231205,20290531,Standard Class,114489,53132,CHO-FUD-51000,10.8,3,7.2,3.6
9135,US-2024-146416-OTH-KAZ-38000,20241020,20300414,Second Class,146416,95695,OTH-KAZ-38000,13,4,1,12
9138,US-2024-146416-CHO-NUT-13000,20241020,20300414,Second Class,146416,95695,CHO-NUT-13000,3.49,1,2.49,1
9920,US-2024-135503-CHO-SCR-58000,20241210,20300607,Standard Class,135503,29406,CHO-SCR-58000,7.2,2,5,2.2
1584,US-2021-116407-CHO-NUT-13000,20211115,20270514,Standard Class,116407,37604,CHO-NUT-13000,6.98,2,4.98,2
1585,US-2021-116407-CHO-SCR-58000,20211115,20270514,Standard Class,116407,37604,CHO-SCR-58000,10.8,3,7.5,3.3
1587,US-2021-116407-CHO-NUT-13000,20211115,20270514,Standard Class,116407,37604,CHO-NUT-13000,13.96,4,9.96,4
3297,US-2022-105508-CHO-FUD-51000,20220924,20280321,Standard Class,105508,10035,CHO-FUD-51000,3.6,1,2.4,1.2
6480,US-2023-155103-CHO-NUT-13000,20231202,20290529,Standard Class,155103,10024,CHO-NUT-13000,10.47,3,7.47,3
6481,US-2023-155103-CHO-TRI-54000,20231202,20290529,Standard Class,155103,10024,CHO-TRI-54000,11.25,3,7.35,3.9
6482,US-2023-155103-CHO-TRI-54000,20231202,20290529,Standard Class,155103,10024,CHO-TRI-54000,3.75,1,2.45,1.3
6839,US-2024-123862-CHO-FUD-51000,20240107,20290701,Second Class,123862,90805,CHO-FUD-51000,3.6,1,2.4,1.2
6840,US-2024-123862-CHO-FUD-51000,20240107,20290701,Second Class,123862,90805,CHO-FUD-51000,39.6,11,26.4,13.2
6841,US-2024-123862-CHO-SCR-58000,20240107,20290701,Second Class,123862,90805,CHO-SCR-58000,10.8,3,7.5,3.3
6842,US-2024-123862-CHO-MIL-31000,20240107,20290701,Second Class,123862,90805,CHO-MIL-31000,22.75,7,14.77,7.98
7341,US-2024-123281-CHO-MIL-31000,20240402,20290928,Standard Class,123281,90008,CHO-MIL-31000,9.75,3,6.33,3.42
8096,US-2024-121083-CHO-NUT-13000,20240709,20300105,Standard Class,121083,06040,CHO-NUT-13000,20.94,6,14.94,6
8098,US-2024-121083-CHO-SCR-58000,20240709,20300105,Standard Class,121083,06040,CHO-SCR-58000,18,5,12.5,5.5
8099,US-2024-121083-CHO-SCR-58000,20240709,20300105,Standard Class,121083,06040,CHO-SCR-58000,14.4,4,10,4.4
8101,US-2024-121083-CHO-TRI-54000,20240709,20300105,Standard Class,121083,06040,CHO-TRI-54000,7.5,2,4.9,2.6
9198,US-2024-110646-CHO-TRI-54000,20241026,20300423,Standard Class,110646,19134,CHO-TRI-54000,11.25,3,7.35,3.9
9201,US-2024-110646-CHO-FUD-51000,20241026,20300423,Standard Class,110646,19134,CHO-FUD-51000,18,5,12,6
9205,US-2024-110646-CHO-NUT-13000,20241026,20300423,Standard Class,110646,19134,CHO-NUT-13000,17.45,5,12.45,5
184,US-2021-114510-CHO-NUT-13000,20210314,20260909,Standard Class,114510,84321,CHO-NUT-13000,13.96,4,9.96,4
185,US-2021-114510-CHO-NUT-13000,20210314,20260909,Standard Class,114510,84321,CHO-NUT-13000,6.98,2,4.98,2
189,US-2021-114510-CHO-TRI-54000,20210314,20260909,Standard Class,114510,84321,CHO-TRI-54000,3.75,1,2.45,1.3
190,US-2021-114510-CHO-FUD-51000,20210314,20260909,Standard Class,114510,84321,CHO-FUD-51000,7.2,2,4.8,2.4
191,US-2021-114510-CHO-MIL-31000,20210314,20260909,Standard Class,114510,84321,CHO-MIL-31000,39,12,25.32,13.68
4594,US-2023-163594-CHO-SCR-58000,20230412,20281004,First Class,163594,90036,CHO-SCR-58000,10.8,3,7.5,3.3
4597,US-2023-163594-CHO-FUD-51000,20230412,20281004,First Class,163594,90036,CHO-FUD-51000,10.8,3,7.2,3.6
4602,US-2023-163594-CHO-TRI-54000,20230412,20281004,First Class,163594,90036,CHO-TRI-54000,11.25,3,7.35,3.9
6068,US-2023-167290-CHO-TRI-54000,20231030,20290426,Standard Class,167290,48310,CHO-TRI-54000,7.5,2,4.9,2.6
7655,US-2024-110604-CHO-MIL-31000,20240515,20291110,Standard Class,110604,98103,CHO-MIL-31000,3.25,1,2.11,1.14
7656,US-2024-110604-CHO-SCR-58000,20240515,20291110,Standard Class,110604,98103,CHO-SCR-58000,7.2,2,5,2.2
7690,US-2024-122077-CHO-FUD-51000,20240519,20291115,Standard Class,122077,75023,CHO-FUD-51000,14.4,4,9.6,4.8
7699,US-2024-122077-CHO-NUT-13000,20240519,20291115,Standard Class,122077,75023,CHO-NUT-13000,3.49,1,2.49,1
3469,US-2022-132486-CHO-TRI-54000,20221023,20280418,Second Class,132486,92105,CHO-TRI-54000,11.25,3,7.35,3.9
3470,US-2022-132486-CHO-NUT-13000,20221023,20280418,Second Class,132486,92105,CHO-NUT-13000,3.49,1,2.49,1
3471,US-2022-132486-CHO-SCR-58000,20221023,20280418,Second Class,132486,92105,CHO-SCR-58000,25.2,7,17.5,7.7
3475,US-2022-132486-CHO-SCR-58000,20221023,20280418,Second Class,132486,92105,CHO-SCR-58000,14.4,4,10,4.4
3478,US-2022-132486-CHO-SCR-58000,20221023,20280418,Second Class,132486,92105,CHO-SCR-58000,7.2,2,5,2.2
3479,US-2022-132486-CHO-FUD-51000,20221023,20280418,Second Class,132486,92105,CHO-FUD-51000,32.4,9,21.6,10.8
5133,US-2023-152163-CHO-FUD-51000,20230701,20281221,Same Day,152163,29203,CHO-FUD-51000,7.2,2,4.8,2.4
5135,US-2023-152163-CHO-TRI-54000,20230701,20281221,Same Day,152163,29203,CHO-TRI-54000,7.5,2,4.9,2.6
6994,US-2024-169474-CHO-SCR-58000,20240204,20290801,Standard Class,169474,14609,CHO-SCR-58000,10.8,3,7.5,3.3
7471,US-2024-136651-CHO-MIL-31000,20240423,20291016,Second Class,136651,91104,CHO-MIL-31000,22.75,7,14.77,7.98
7472,US-2024-136651-CHO-MIL-31000,20240423,20291016,Second Class,136651,91104,CHO-MIL-31000,6.5,2,4.22,2.28
7475,US-2024-136651-CHO-SCR-58000,20240423,20291016,Second Class,136651,91104,CHO-SCR-58000,21.6,6,15,6.6
8244,US-2024-141103-CHO-TRI-54000,20240730,20300127,Standard Class,141103,21215,CHO-TRI-54000,18.75,5,12.25,6.5
8731,US-2024-144113-CHO-TRI-54000,20240916,20300313,Standard Class,144113,78745,CHO-TRI-54000,7.5,2,4.9,2.6
8739,US-2024-144113-CHO-SCR-58000,20240916,20300313,Standard Class,144113,78745,CHO-SCR-58000,3.6,1,2.5,1.1
628,US-2021-156342-CHO-TRI-54000,20210617,20261211,Second Class,156342,60653,CHO-TRI-54000,7.5,2,4.9,2.6
943,US-2021-166828-CHO-MIL-31000,20210822,20270215,First Class,166828,63301,CHO-MIL-31000,6.5,2,4.22,2.28
2341,US-2022-102855-CHO-FUD-51000,20220405,20270927,Same Day,102855,99207,CHO-FUD-51000,28.8,8,19.2,9.6
2346,US-2022-102855-CHO-TRI-54000,20220405,20270927,Same Day,102855,99207,CHO-TRI-54000,22.5,6,14.7,7.8
3492,US-2022-105844-CHO-SCR-58000,20221025,20280418,Second Class,105844,89431,CHO-SCR-58000,14.4,4,10,4.4
8654,US-2024-142188-CHO-SCR-58000,20240911,20300304,Same Day,142188,98105,CHO-SCR-58000,7.2,2,5,2.2
8662,US-2024-142188-CHO-NUT-13000,20240911,20300304,Same Day,142188,98105,CHO-NUT-13000,17.45,5,12.45,5
8666,US-2024-142188-CHO-MIL-31000,20240911,20300304,Same Day,142188,98105,CHO-MIL-31000,9.75,3,6.33,3.42
8671,US-2024-142188-CHO-TRI-54000,20240911,20300304,Same Day,142188,98105,CHO-TRI-54000,41.25,11,26.95,14.3
8673,US-2024-142188-CHO-SCR-58000,20240911,20300304,Same Day,142188,98105,CHO-SCR-58000,18,5,12.5,5.5
10161,US-2024-164826-CHO-SCR-58000,20241228,20300627,Standard Class,164826,10024,CHO-SCR-58000,25.2,7,17.5,7.7
10165,US-2024-164826-CHO-FUD-51000,20241228,20300627,Standard Class,164826,10024,CHO-FUD-51000,14.4,4,9.6,4.8
10166,US-2024-164826-CHO-TRI-54000,20241228,20300627,Standard Class,164826,10024,CHO-TRI-54000,26.25,7,17.15,9.1
10171,US-2024-164826-CHO-SCR-58000,20241228,20300627,Standard Class,164826,10024,CHO-SCR-58000,10.8,3,7.5,3.3
1375,US-2021-117317-CHO-NUT-13000,20211019,20270411,Same Day,117317,90032,CHO-NUT-13000,10.47,3,7.47,3
1980,US-2021-106334-CHO-NUT-13000,20211227,20270625,Standard Class,106334,94122,CHO-NUT-13000,10.47,3,7.47,3
1990,US-2021-106334-CHO-FUD-51000,20211227,20270625,Standard Class,106334,94122,CHO-FUD-51000,10.8,3,7.2,3.6
3397,US-2022-133445-CHO-TRI-54000,20221005,20280331,Standard Class,133445,97206,CHO-TRI-54000,3.75,1,2.45,1.3
3398,US-2022-133445-CHO-NUT-13000,20221005,20280331,Standard Class,133445,97206,CHO-NUT-13000,13.96,4,9.96,4
3534,US-2022-141740-CHO-MIL-31000,20221101,20280427,Standard Class,141740,10009,CHO-MIL-31000,6.5,2,4.22,2.28
3945,US-2022-130736-CHO-TRI-54000,20221207,20280531,First Class,130736,98105,CHO-TRI-54000,7.5,2,4.9,2.6
3946,US-2022-130736-CHO-SCR-58000,20221207,20280531,First Class,130736,98105,CHO-SCR-58000,3.6,1,2.5,1.1
4264,US-2023-164483-CHO-TRI-54000,20230130,20280726,Standard Class,164483,94122,CHO-TRI-54000,7.5,2,4.9,2.6
4837,US-2023-159653-CHO-TRI-54000,20230522,20281111,Same Day,159653,30605,CHO-TRI-54000,11.25,3,7.35,3.9
6896,US-2024-120649-CHO-NUT-13000,20240120,20290718,Standard Class,120649,06708,CHO-NUT-13000,6.98,2,4.98,2
7530,US-2024-150847-CHO-FUD-51000,20240430,20291027,Standard Class,150847,43229,CHO-FUD-51000,7.2,2,4.8,2.4
7581,US-2024-162124-CHO-FUD-51000,20240506,20291031,Standard Class,162124,60653,CHO-FUD-51000,14.4,4,9.6,4.8
8471,US-2024-159884-CHO-FUD-51000,20240831,20300226,Standard Class,159884,85281,CHO-FUD-51000,10.8,3,7.2,3.6
8473,US-2024-159884-CHO-SCR-58000,20240831,20300226,Standard Class,159884,85281,CHO-SCR-58000,3.6,1,2.5,1.1
1325,US-2021-126571-CHO-FUD-51000,20211011,20270407,Standard Class,126571,19120,CHO-FUD-51000,10.8,3,7.2,3.6
1328,US-2021-126571-CHO-TRI-54000,20211011,20270407,Standard Class,126571,19120,CHO-TRI-54000,7.5,2,4.9,2.6
2141,US-2022-153374-CHO-MIL-31000,20220209,20270806,Second Class,153374,62521,CHO-MIL-31000,19.5,6,12.66,6.84
2742,US-2022-137750-CHO-MIL-31000,20220625,20271221,Standard Class,137750,94110,CHO-MIL-31000,16.25,5,10.55,5.7
4324,US-2023-105781-CHO-SCR-58000,20230216,20280812,Standard Class,105781,10024,CHO-SCR-58000,10.8,3,7.5,3.3
5361,US-2023-121034-CHO-FUD-51000,20230808,20290130,Second Class,121034,75081,CHO-FUD-51000,14.4,4,9.6,4.8
5363,US-2023-121034-CHO-FUD-51000,20230808,20290130,Second Class,121034,75081,CHO-FUD-51000,10.8,3,7.2,3.6
5678,US-2023-102162-CHO-NUT-13000,20230911,20290308,Standard Class,102162,23602,CHO-NUT-13000,3.49,1,2.49,1
5687,US-2023-102162-CHO-FUD-51000,20230911,20290308,Standard Class,102162,23602,CHO-FUD-51000,28.8,8,19.2,9.6
6019,US-2023-166373-CHO-MIL-31000,20231021,20290416,Standard Class,166373,78207,CHO-MIL-31000,19.5,6,12.66,6.84
9344,US-2024-167941-CHO-MIL-31000,20241106,20300502,Second Class,167941,28314,CHO-MIL-31000,6.5,2,4.22,2.28
9346,US-2024-167941-CHO-NUT-13000,20241106,20300502,Second Class,167941,28314,CHO-NUT-13000,10.47,3,7.47,3
9350,US-2024-167941-CHO-NUT-13000,20241106,20300502,Second Class,167941,28314,CHO-NUT-13000,27.92,8,19.92,8
9357,US-2024-167941-CHO-NUT-13000,20241106,20300502,Second Class,167941,28314,CHO-NUT-13000,20.94,6,14.94,6
9363,US-2024-167941-CHO-TRI-54000,20241106,20300502,Second Class,167941,28314,CHO-TRI-54000,15,4,9.8,5.2
1190,US-2021-135972-CHO-MIL-31000,20210921,20270316,Second Class,135972,98198,CHO-MIL-31000,9.75,3,6.33,3.42
1192,US-2021-135972-CHO-MIL-31000,20210921,20270316,Second Class,135972,98198,CHO-MIL-31000,6.5,2,4.22,2.28
1307,US-2021-142951-CHO-TRI-54000,20211008,20270331,Same Day,142951,28205,CHO-TRI-54000,11.25,3,7.35,3.9
3875,US-2022-123092-CHO-FUD-51000,20221203,20280529,Standard Class,123092,28540,CHO-FUD-51000,10.8,3,7.2,3.6
3877,US-2022-123092-CHO-TRI-54000,20221203,20280529,Standard Class,123092,28540,CHO-TRI-54000,7.5,2,4.9,2.6
3878,US-2022-123092-CHO-TRI-54000,20221203,20280529,Standard Class,123092,28540,CHO-TRI-54000,18.75,5,12.25,6.5
3885,US-2022-123092-CHO-SCR-58000,20221203,20280529,Standard Class,123092,28540,CHO-SCR-58000,7.2,2,5,2.2
549,US-2021-105872-CHO-MIL-31000,20210530,20261127,Standard Class,105872,10024,CHO-MIL-31000,13,4,8.44,4.56
655,US-2021-141796-CHO-TRI-54000,20210621,20261212,Same Day,141796,11561,CHO-TRI-54000,11.25,3,7.35,3.9
2530,US-2022-131856-CHO-MIL-31000,20220512,20271107,Standard Class,131856,77041,CHO-MIL-31000,13,4,8.44,4.56
2532,US-2022-131856-CHO-SCR-58000,20220512,20271107,Standard Class,131856,77041,CHO-SCR-58000,25.2,7,17.5,7.7
2537,US-2022-131856-CHO-TRI-54000,20220512,20271107,Standard Class,131856,77041,CHO-TRI-54000,22.5,6,14.7,7.8
4070,US-2022-157084-CHO-NUT-13000,20221219,20280615,Standard Class,157084,90049,CHO-NUT-13000,10.47,3,7.47,3
4074,US-2022-157084-CHO-FUD-51000,20221219,20280615,Standard Class,157084,90049,CHO-FUD-51000,18,5,12,6
5295,US-2023-102498-CHO-NUT-13000,20230724,20290114,First Class,102498,70506,CHO-NUT-13000,17.45,5,12.45,5
5864,US-2023-123176-CHO-MIL-31000,20230927,20290321,Second Class,123176,30318,CHO-MIL-31000,9.75,3,6.33,3.42
6523,US-2023-124772-CHO-SCR-58000,20231205,20290528,First Class,124772,42071,CHO-SCR-58000,10.8,3,7.5,3.3
6532,US-2023-108434-CHO-TRI-54000,20231205,20290529,Second Class,108434,10024,CHO-TRI-54000,11.25,3,7.35,3.9
7741,US-2024-116897-CHO-FUD-51000,20240527,20291119,First Class,116897,83201,CHO-FUD-51000,14.4,4,9.6,4.8
7746,US-2024-116897-CHO-MIL-31000,20240527,20291119,First Class,116897,83201,CHO-MIL-31000,16.25,5,10.55,5.7
7750,US-2024-116897-CHO-TRI-54000,20240527,20291119,First Class,116897,83201,CHO-TRI-54000,11.25,3,7.35,3.9
